,PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
41307,41308,9,7,2,1,0,0.111,0.0,0.222,0.778,2,0,0.222,0.0,2,0,0,0,7,0,0,8,1,2,63,4
41308,41309,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,2,0,2,0,12,2
41309,41310,4,2,2,1,0,0.25,0.0,0.5,0.5,2,1,0.5,0.25,1,1,0,1,0,0,2,1,3,0,43,2
41310,41311,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,1,0,0,0,1,1,0,11,2
41311,41312,5,1,4,0,1,0.0,0.2,0.8,0.2,0,1,0.0,0.2,4,1,0,0,4,0,0,5,0,0,28,14
41312,41313,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,15,15
41313,41314,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,0,2,0,2,48,6
41314,41315,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,1,1,178,112
41315,41316,5,3,2,0,0,0.0,0.0,0.4,0.6,0,0,0.0,0.0,0,5,0,0,0,0,0,5,0,0,67,14
41316,41317,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,92,43
41317,41318,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
41318,41319,6,5,1,0,0,0.0,0.0,0.167,0.833,0,0,0.0,0.0,0,0,0,1,0,1,0,5,1,4,99,16
41319,41320,7,6,1,1,1,0.143,0.143,0.143,0.857,1,1,0.143,0.143,1,0,0,0,0,0,0,7,0,7,139,4
41320,41321,4,1,3,3,1,0.75,0.25,0.75,0.25,4,1,1.0,0.25,1,0,0,3,0,0,0,0,4,1,7,5
41321,41322,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,90,70
41322,41323,3,2,1,0,0,0.0,0.0,0.333,0.667,0,1,0.0,0.333,0,1,0,0,0,1,1,2,1,0,76,16
41323,41324,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,1,0,0,2,0,0,3,0,0,39,21
41324,41325,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,7,7
41325,41326,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,18,18
41326,41327,6,3,3,1,0,0.167,0.0,0.5,0.5,1,0,0.167,0.0,1,0,0,2,0,0,0,1,5,4,51,5
41327,41328,5,3,2,0,0,0.0,0.0,0.4,0.6,2,0,0.4,0.0,1,1,0,2,0,0,1,1,4,1,200,9
41328,41329,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,10,4
41329,41330,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,51,51
41330,41331,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,19,19
41331,41332,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,30,6
41332,41333,19,13,6,1,2,0.053,0.105,0.316,0.684,4,4,0.211,0.211,4,0,0,0,17,0,0,19,0,2,75,1
41333,41334,2,2,0,0,1,0.0,0.5,0.0,1.0,1,1,0.5,0.5,0,0,0,1,0,0,0,0,2,1,36,6
41334,41335,5,2,3,3,2,0.6,0.4,0.6,0.4,4,2,0.8,0.4,2,0,0,0,2,0,0,4,1,3,14,2
41335,41336,3,2,1,0,1,0.0,0.333,0.333,0.667,2,1,0.667,0.333,0,0,0,1,0,0,0,1,2,2,91,7
41336,41337,3,0,3,3,0,1.0,0.0,1.0,0.0,3,0,1.0,0.0,2,0,0,2,0,0,0,0,3,1,6,2
41337,41338,3,1,2,1,0,0.333,0.0,0.667,0.333,2,0,0.667,0.0,0,0,0,3,0,0,0,0,3,0,18,4
41338,41339,9,6,3,0,2,0.0,0.222,0.333,0.667,1,2,0.111,0.222,0,0,0,7,0,0,1,0,9,1,52,8
41339,41340,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,11,11
41340,41341,13,4,9,4,1,0.308,0.077,0.692,0.308,4,3,0.308,0.231,2,1,0,5,0,0,4,1,12,3,57,2
41341,41342,3,1,2,1,0,0.333,0.0,0.667,0.333,1,0,0.333,0.0,0,2,1,0,0,0,0,2,1,0,57,1
41342,41343,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
41343,41344,3,2,1,1,1,0.333,0.333,0.333,0.667,2,1,0.667,0.333,0,0,0,0,0,0,0,3,0,3,17,6
41344,41345,3,2,1,0,1,0.0,0.333,0.333,0.667,0,1,0.0,0.333,0,1,0,0,0,0,0,1,2,2,37,22
41345,41346,8,3,5,2,0,0.25,0.0,0.625,0.375,3,0,0.375,0.0,2,0,0,3,1,0,1,2,6,3,57,2
41346,41347,4,1,3,1,1,0.25,0.25,0.75,0.25,2,1,0.5,0.25,0,1,0,0,0,0,0,3,1,3,27,2
41347,41348,7,5,2,1,1,0.143,0.143,0.286,0.714,4,3,0.571,0.429,0,1,0,1,0,0,0,6,1,5,62,6
41348,41349,6,3,3,0,2,0.0,0.333,0.5,0.5,3,3,0.5,0.5,0,0,0,6,0,0,0,0,6,0,24,10
41349,41350,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,0,0,1,1,1,0,48,8
41350,41351,6,4,2,0,0,0.0,0.0,0.333,0.667,1,1,0.167,0.167,0,1,0,0,1,0,0,2,4,4,38,8
41351,41352,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,2,0,0,0,0,2,0,15,8
41352,41353,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,12,3
41353,41354,6,4,2,1,1,0.167,0.167,0.333,0.667,2,2,0.333,0.333,0,0,0,0,6,0,0,6,0,0,31,3
41354,41355,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,2,2
41355,41356,18,16,2,0,1,0.0,0.056,0.111,0.889,5,5,0.278,0.278,2,2,0,0,16,0,0,18,0,0,61,7
41356,41357,5,3,2,1,0,0.2,0.0,0.4,0.6,2,1,0.4,0.2,0,2,0,0,3,0,0,5,0,0,142,6
41357,41358,8,3,5,0,0,0.0,0.0,0.625,0.375,4,3,0.5,0.375,0,1,0,0,4,0,3,5,3,0,38,7
41358,41359,19,11,8,2,3,0.105,0.158,0.421,0.579,7,3,0.368,0.158,0,2,0,8,0,0,0,2,17,9,145,4
41359,41360,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,11,11
41360,41361,9,5,4,1,4,0.111,0.444,0.444,0.556,2,4,0.222,0.444,1,1,0,7,0,0,1,1,8,0,47,1
41361,41362,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,90,90
41362,41363,3,1,2,0,1,0.0,0.333,0.667,0.333,0,1,0.0,0.333,0,2,0,0,0,1,0,3,0,0,76,17
41363,41364,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,140,140
41364,41365,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,1,0,0,3,0,0,0,0,3,0,6,2
41365,41366,27,21,6,2,1,0.074,0.037,0.222,0.778,3,1,0.111,0.037,0,1,1,0,6,0,1,10,17,18,115,3
41366,41367,9,9,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,8,0,0,9,0,0,47,17
41367,41368,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,57,57
41368,41369,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,2,0,0,0,0,2,0,15,3
41369,41370,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,44,36
41370,41371,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,41,41
41371,41372,6,4,2,2,2,0.333,0.333,0.333,0.667,2,2,0.333,0.333,2,0,0,0,6,0,0,6,0,0,30,4
41372,41373,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,51,51
41373,41374,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,11,11
41374,41375,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,17,17
41375,41376,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,1,1
41376,41377,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,2,1,0,0,0,1,1,2,1,0,27,1
41377,41378,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9
41378,41379,22,14,8,3,1,0.136,0.045,0.364,0.636,7,1,0.318,0.045,1,0,1,1,8,0,1,14,8,11,98,3
41379,41380,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,12,12
41380,41381,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,90,90
41381,41382,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,1,0,0,0,0,1,1,1,9,6
41382,41383,29,28,1,1,1,0.034,0.034,0.034,0.966,1,1,0.034,0.034,1,0,0,0,29,0,0,29,0,0,46,4
41383,41384,5,4,1,1,1,0.2,0.2,0.2,0.8,2,2,0.4,0.4,0,0,0,2,3,0,0,3,2,0,22,3
41384,41385,9,7,2,0,1,0.0,0.111,0.222,0.778,2,2,0.222,0.222,1,0,0,0,2,0,0,8,1,7,61,11
41385,41386,5,2,3,2,0,0.4,0.0,0.6,0.4,3,1,0.6,0.2,1,0,0,1,3,0,0,4,1,1,42,4
41386,41387,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,139,139
41387,41388,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,43,43
41388,41389,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,0,0,0,0,1,1,1,8,8
41389,41390,1,1,0,1,1,1.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,0,1,0,0,1,0,0,6,6
41390,41391,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,1,0,1,0,0,0,1,2,1,40,20
41391,41392,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8
41392,41393,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,12,12
41393,41394,3,0,3,1,0,0.333,0.0,1.0,0.0,2,0,0.667,0.0,1,0,0,2,0,0,1,0,3,0,17,2
41394,41395,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,1,0,0,2,0,0,1,0,3,0,28,3
41395,41396,3,0,3,2,0,0.667,0.0,1.0,0.0,2,0,0.667,0.0,2,1,0,1,0,0,0,1,2,1,44,2
41396,41397,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,58,58
41397,41398,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,24,24
41398,41399,3,2,1,1,2,0.333,0.667,0.333,0.667,3,2,1.0,0.667,0,1,0,0,2,0,0,3,0,0,12,5
41399,41400,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,40,16
41400,41401,15,15,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.067,0,0,0,0,15,0,0,15,0,0,153,22
41401,41402,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,39,39
41402,41403,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,169,169
41403,41404,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,1,0,0,0,0,0,1,1,1,10,6
41404,41405,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,39,39
41405,41406,9,9,0,0,2,0.0,0.222,0.0,1.0,1,3,0.111,0.333,0,0,0,0,9,0,0,9,0,0,72,7
41406,41407,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,78,78
41407,41408,2,1,1,0,1,0.0,0.5,0.5,0.5,0,1,0.0,0.5,0,1,0,1,0,0,0,1,1,0,16,15
41408,41409,5,5,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,5,0,0,5,0,0,33,23
41409,41410,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
41410,41411,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,2,2
41411,41412,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,0,2,0,0,2,0,0,22,10
41412,41413,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,3,3
41413,41414,8,6,2,0,0,0.0,0.0,0.25,0.75,2,0,0.25,0.0,2,1,0,0,5,0,0,6,2,2,67,9
41414,41415,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5
41415,41416,5,0,5,3,0,0.6,0.0,1.0,0.0,4,0,0.8,0.0,2,1,0,4,0,0,0,1,4,0,35,2
41416,41417,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8
41417,41418,6,0,6,5,0,0.833,0.0,1.0,0.0,5,0,0.833,0.0,5,1,0,3,0,0,0,1,5,2,15,2
41418,41419,8,8,0,0,1,0.0,0.125,0.0,1.0,0,1,0.0,0.125,0,0,0,0,3,0,0,8,0,5,87,14
41419,41420,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,68,68
41420,41421,3,0,3,2,0,0.667,0.0,1.0,0.0,2,0,0.667,0.0,2,1,0,1,0,0,0,1,2,1,23,3
41421,41422,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5
41422,41423,2,1,1,0,0,0.0,0.0,0.5,0.5,2,1,1.0,0.5,0,0,2,0,0,0,0,0,2,0,10,9
41423,41424,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,1,0,0,1,0,0,2,1,1,106,27
41424,41425,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,16,16
41425,41426,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,2,0,0,1,0,0,0,0,2,1,2,2
41426,41427,10,3,7,2,0,0.2,0.0,0.7,0.3,3,0,0.3,0.0,0,0,0,0,4,0,0,4,6,6,85,3
41427,41428,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,78,78
41428,41429,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9,9
41429,41430,7,6,1,1,1,0.143,0.143,0.143,0.857,2,1,0.286,0.143,0,0,0,1,6,0,0,6,1,0,43,5
41430,41431,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,1,0,0,0,1,1,1,8,7
41431,41432,6,5,1,0,0,0.0,0.0,0.167,0.833,0,0,0.0,0.0,1,0,0,0,0,0,0,6,0,6,67,13
41432,41433,5,3,2,1,2,0.2,0.4,0.4,0.6,2,2,0.4,0.4,2,0,0,0,5,0,0,5,0,0,49,6
41433,41434,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,14,14
41434,41435,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,120,120
41435,41436,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,8,8
41436,41437,3,2,1,1,0,0.333,0.0,0.333,0.667,1,1,0.333,0.333,0,0,0,1,2,0,0,2,1,0,70,6
41437,41438,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,1,0,0,0,0,2,1,14,9
41438,41439,5,3,2,0,0,0.0,0.0,0.4,0.6,1,1,0.2,0.2,0,5,0,0,0,0,0,5,0,0,73,7
41439,41440,56,47,9,0,0,0.0,0.0,0.161,0.839,0,0,0.0,0.0,8,0,0,1,55,0,0,55,1,0,193,12
41440,41441,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,29,29
41441,41442,2,1,1,0,1,0.0,0.5,0.5,0.5,2,1,1.0,0.5,0,1,0,1,0,0,0,1,1,0,8,7
41442,41443,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,1,0,0,0,1,0,2,1,2,0,42,3
41443,41444,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,88,88
41444,41445,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,25,25
41445,41446,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,1,0,0,0,0,2,1,40,6
41446,41447,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,9,9
41447,41448,3,3,0,0,1,0.0,0.333,0.0,1.0,1,2,0.333,0.667,0,0,0,0,0,0,0,3,0,3,27,10
41448,41449,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9,9
41449,41450,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,2,0,0,3,0,0,75,50
41450,41451,4,3,1,1,2,0.25,0.5,0.25,0.75,1,2,0.25,0.5,1,0,0,2,0,0,0,2,2,2,42,2
41451,41452,7,4,3,2,1,0.286,0.143,0.429,0.571,2,1,0.286,0.143,0,0,0,0,5,0,0,7,0,2,86,2
41452,41453,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,54,54
41453,41454,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,66,63
41454,41455,7,4,3,0,0,0.0,0.0,0.429,0.571,1,1,0.143,0.143,3,0,0,0,7,0,0,7,0,0,39,8
41455,41456,13,12,1,0,2,0.0,0.154,0.077,0.923,1,2,0.077,0.154,0,3,0,8,0,2,0,5,8,0,194,11
41456,41457,4,2,2,0,0,0.0,0.0,0.5,0.5,1,0,0.25,0.0,1,1,1,0,0,0,0,3,1,2,114,11
41457,41458,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,0,0,0,0,2,0,2,20,10
41458,41459,4,1,3,3,1,0.75,0.25,0.75,0.25,4,1,1.0,0.25,2,0,0,0,4,0,0,4,0,0,6,4
41459,41460,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,5,5
41460,41461,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,1,0,0,1,2,2,2,52,20
41461,41462,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,2,0,0,1,0,3,0,49,12
41462,41463,4,1,3,0,1,0.0,0.25,0.75,0.25,2,1,0.5,0.25,0,0,1,3,0,0,0,0,4,0,21,8
41463,41464,5,1,4,1,1,0.2,0.2,0.8,0.2,3,1,0.6,0.2,1,0,0,4,0,0,1,0,5,0,21,4
41464,41465,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,1,0,1,0,0,1,1,2,0,31,12
41465,41466,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,0,1,0,0,0,0,0,3,0,2,20,10
41466,41467,4,2,2,0,1,0.0,0.25,0.5,0.5,1,1,0.25,0.25,0,1,0,1,0,0,0,3,1,2,44,11
41467,41468,4,2,2,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.25,1,0,0,0,3,0,0,3,1,1,24,16
41468,41469,7,6,1,1,0,0.143,0.0,0.143,0.857,1,0,0.143,0.0,0,1,0,1,5,0,0,6,1,0,96,5
41469,41470,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,1,0,0,0,0,1,1,1,78,75
41470,41471,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,34,34
41471,41472,4,2,2,1,0,0.25,0.0,0.5,0.5,2,0,0.5,0.0,1,1,0,0,1,0,0,3,1,2,73,3
41472,41473,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,0,0,1,0,2,0,1,5,2
41473,41474,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,80,80
41474,41475,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
41475,41476,6,1,5,0,0,0.0,0.0,0.833,0.167,3,1,0.5,0.167,0,0,0,6,0,0,0,0,6,0,17,7
41476,41477,6,6,0,0,1,0.0,0.167,0.0,1.0,1,2,0.167,0.333,0,0,0,3,2,0,0,2,4,1,62,10
41477,41478,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,37,12
41478,41479,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,0,0,0,2,0,0,0,0,3,1,56,3
41479,41480,64,62,2,0,0,0.0,0.0,0.031,0.969,0,2,0.0,0.031,0,1,0,0,58,0,0,64,0,5,60,18
41480,41481,9,3,6,2,2,0.222,0.222,0.667,0.333,4,2,0.444,0.222,3,1,0,3,3,1,0,6,3,1,61,2
41481,41482,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,23,23
41482,41483,13,11,2,0,1,0.0,0.077,0.154,0.846,2,2,0.154,0.154,1,1,1,0,10,0,0,12,1,1,123,9
41483,41484,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,4,4
41484,41485,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,2,40,36
41485,41486,12,5,7,4,3,0.333,0.25,0.583,0.417,9,4,0.75,0.333,2,0,0,5,3,0,2,3,9,2,25,2
41486,41487,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,1,0,0,2,0,0,3,0,0,34,21
41487,41488,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,14,3
41488,41489,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,2,0,0,2,0,0,40,3
41489,41490,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,2,0,0,0,0,0,0,2,0,2,15,7
41490,41491,5,4,1,0,0,0.0,0.0,0.2,0.8,1,0,0.2,0.0,1,0,0,0,3,0,0,5,0,2,56,8
41491,41492,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,8,8
41492,41493,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,1,0,0,2,0,1,16,14
41493,41494,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,12,12
41494,41495,4,4,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,3,0,0,4,0,0,58,21
41495,41496,9,1,8,5,1,0.556,0.111,0.889,0.111,7,1,0.778,0.111,2,1,0,7,0,0,0,1,8,1,25,2
41496,41497,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,3,3
41497,41498,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,34,34
41498,41499,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,3,3
41499,41500,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,24,24
41500,41501,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
41501,41502,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,1,0,0,1,0,0,17,17
41502,41503,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,54,38
41503,41504,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,13,13
41504,41505,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,8,8
41505,41506,5,1,4,3,0,0.6,0.0,0.8,0.2,3,0,0.6,0.0,1,0,0,3,1,0,0,1,4,1,30,1
41506,41507,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,16,4
41507,41508,5,2,3,0,0,0.0,0.0,0.6,0.4,0,0,0.0,0.0,0,2,0,1,0,0,0,2,3,2,118,20
41508,41509,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,49,49
