Applicant ID,Total Missed Payments,Credit Card Accounts,Home Loan Accounts,Personal Loan Accounts,Secured Loan Accounts,Unsecured Loan Accounts,Other Loan Accounts,Oldest Credit Line (Months),Newest Credit Line (Months),Months Since Last Payment,Highest Recent Delinquency,60+ DPD Occurrences,Current Delinquency Level,Credit Card Enquiries (12 Months),Personal Loan Enquiries (12 Months),Months Since Last Credit Enquiry,Credit Enquiries (Last 3 Months),Monthly Income (₹),Employment Duration (Months),Current Balance Ratio (%),Maximum Unsecured Exposure (%),Marital Status,Education,Gender,Total Active Loan Accounts
CUST108575,0,0,0,0,0,1,0,8.0,8.0,32.0,0,0,0,0.0,1.0,6.0,6.0,"₹20,000",5.4 Years,0.4%,1.0%,Single,12TH,Male,0
CUST108576,0,0,0,0,0,7,1,47.0,3.0,75.0,0,0,0,0.0,1.0,100.0,0.0,"₹40,000",7.0 Years,0.4%,2.8%,Single,GRADUATE,Male,1
CUST108577,0,0,0,0,1,0,0,55.0,55.0,504.0,23,0,23,0.0,1.0,278.0,0.0,"₹16,000",10.8 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST108578,0,0,0,0,2,0,0,26.0,24.0,651.0,0,0,0,0.0,1.0,7.0,2.0,"₹20,000",3.4 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST108579,0,0,0,0,1,0,1,29.0,29.0,74.0,0,0,0,0.0,0.0,7.0,1.0,"₹16,000",10.8 Years,0.0%,1.8%,Married,12TH,Male,1
CUST108580,0,0,0,0,1,0,0,62.0,62.0,74.0,30,0,30,0.0,0.0,118.0,0.0,"₹15,000",5.2 Years,0.0%,1.8%,Married,OTHERS,Male,0
CUST108581,1,0,0,1,5,5,4,57.0,7.0,46.0,15,0,15,0.0,0.0,4.0,1.0,"₹25,000",6.3 Years,0.7%,3.2%,Married,GRADUATE,Male,5
CUST108582,3,0,0,2,7,4,1,22.0,5.0,68.0,0,0,0,0.0,7.0,73.0,6.0,"₹50,000",6.2 Years,0.8%,1.4%,Married,GRADUATE,Male,3
CUST108583,1,0,0,0,6,0,0,56.0,13.0,1008.0,0,0,0,0.0,0.0,0.0,0.0,"₹17,000",5.2 Years,0.1%,1.8%,Married,SSC,Male,0
CUST108584,0,0,0,0,5,1,0,36.0,3.0,66.0,0,0,0,0.0,0.0,101.0,0.0,"₹17,000",10.8 Years,0.8%,2.6%,Single,GRADUATE,Male,0
CUST108585,0,1,0,0,2,1,0,18.0,5.0,57.0,0,0,0,3.0,0.0,53.0,1.0,"₹38,000",10.7 Years,1.0%,1.4%,Married,POST-GRADUATE,Male,1
CUST108586,0,0,0,0,1,0,0,7.0,7.0,57.0,0,0,0,0.0,0.0,224.0,0.0,"₹30,000",14.5 Years,0.8%,1.8%,Married,12TH,Male,0
CUST108587,1,0,0,0,0,2,0,11.0,3.0,110.0,0,0,0,0.0,0.0,10.0,2.0,"₹15,000",8.1 Years,1.0%,0.8%,Single,12TH,Male,0
CUST108588,0,0,0,0,1,0,0,12.0,12.0,46.0,0,0,0,0.0,0.0,2304.0,0.0,"₹13,000",10.6 Years,0.0%,1.8%,Married,SSC,Male,0
CUST108589,2,0,0,0,8,2,2,68.0,7.0,221.0,0,0,0,0.0,0.0,0.0,0.0,"₹25,000",12.9 Years,1.1%,1.8%,Married,SSC,Male,2
CUST108590,0,0,0,0,1,1,0,76.0,7.0,43.0,29,1,29,0.0,0.0,223.0,0.0,"₹35,000",10.8 Years,0.2%,0.4%,Married,12TH,Male,0
CUST108591,2,1,0,0,2,4,2,164.0,2.0,76.0,37,1,37,1.0,1.0,43.0,1.0,"₹40,000",10.8 Years,0.3%,2.8%,Married,GRADUATE,Male,3
CUST108592,0,0,0,0,1,0,0,23.0,23.0,57.0,0,0,0,0.0,0.0,678.0,0.0,"₹18,000",15.9 Years,0.2%,1.8%,Married,GRADUATE,Male,0
CUST108593,0,0,0,0,0,4,0,21.0,3.0,8.0,0,0,0,0.0,0.0,9.0,1.0,"₹28,000",10.1 Years,0.7%,0.7%,Married,GRADUATE,Male,0
CUST108594,0,0,0,0,1,0,0,20.0,20.0,67.0,10,0,10,0.0,0.0,7.0,2.0,"₹18,000",10.1 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST108595,0,0,0,0,0,1,1,3.0,3.0,55.0,0,0,0,0.0,2.0,24.0,3.0,"₹15,000",6.7 Years,0.6%,0.0%,Married,12TH,Male,1
CUST108596,0,0,0,0,2,1,0,24.0,4.0,69.0,0,0,0,0.0,2.0,122.0,0.0,"₹12,000",3.4 Years,0.9%,1.2%,Single,POST-GRADUATE,Male,0
CUST108597,0,0,0,1,1,10,0,26.0,5.0,35.0,0,0,0,0.0,1.0,145.0,0.0,₹0,6.0 Years,0.6%,1.8%,Married,PROFESSIONAL,Male,1
CUST108598,0,0,0,0,1,2,1,86.0,21.0,49.0,0,0,0,0.0,4.0,4.0,2.0,"₹12,000",6.2 Years,0.4%,2.0%,Married,POST-GRADUATE,Male,1
CUST108599,0,0,0,0,2,0,0,94.0,30.0,156.0,25,0,25,0.0,0.0,937.0,0.0,"₹11,000",9.5 Years,0.0%,1.8%,Married,SSC,Female,0
CUST108600,1,0,0,0,1,3,1,19.0,5.0,57.0,0,0,0,0.0,1.0,7.0,3.0,"₹18,000",10.1 Years,0.3%,1.6%,Married,SSC,Male,1
CUST108601,1,0,0,0,3,0,3,64.0,64.0,1281.0,0,0,0,0.0,0.0,0.0,0.0,"₹15,000",6.2 Years,1.1%,1.8%,Married,GRADUATE,Male,3
CUST108602,2,0,0,1,2,31,1,45.0,2.0,50.0,3,0,3,1.0,1.0,7.0,3.0,"₹33,000",5.2 Years,0.7%,11.1%,Married,12TH,Male,2
CUST108603,5,0,0,0,10,4,1,134.0,6.0,48.0,0,0,0,0.0,0.0,4.0,1.0,"₹50,000",15.5 Years,0.8%,2.2%,Married,UNDER GRADUATE,Male,1
CUST108604,1,0,0,0,2,1,2,84.0,3.0,32.0,2,0,2,0.0,0.0,14.0,2.0,"₹35,000",11.8 Years,0.7%,0.7%,Single,GRADUATE,Male,2
CUST108605,0,0,0,0,2,0,2,15.0,5.0,40.0,4,0,4,1.0,1.0,4.0,3.0,"₹20,000",6.4 Years,0.6%,1.8%,Married,GRADUATE,Male,2
CUST108606,0,0,0,0,2,0,0,59.0,20.0,519.0,0,0,0,0.0,0.0,0.0,0.0,"₹25,000",5.7 Years,0.0%,1.8%,Married,OTHERS,Male,0
CUST108607,0,0,0,1,0,3,0,31.0,16.0,84.0,11,0,11,0.0,1.0,1.0,2.0,"₹15,000",1.2 Years,0.0%,1.8%,Single,12TH,Male,1
CUST108608,0,0,1,1,1,1,0,146.0,36.0,591.0,0,0,0,0.0,0.0,1082.0,0.0,"₹27,500",15.4 Years,0.0%,1.8%,Married,UNDER GRADUATE,Male,2
CUST108609,2,0,0,1,7,4,0,50.0,3.0,79.0,64,2,61,1.0,5.0,128.0,0.0,"₹40,000",6.4 Years,1.1%,5.8%,Single,GRADUATE,Male,1
CUST108610,0,0,0,0,1,0,0,17.0,17.0,81.0,0,0,0,0.0,0.0,518.0,0.0,"₹15,000",7.9 Years,0.5%,1.8%,Single,GRADUATE,Male,0
CUST108611,0,0,0,0,0,1,1,36.0,36.0,537.0,0,0,0,0.0,0.0,0.0,0.0,"₹16,500",5.4 Years,0.0%,0.0%,Married,OTHERS,Female,1
CUST108612,0,0,0,0,2,0,1,101.0,23.0,26.0,0,0,0,0.0,0.0,848.0,0.0,"₹24,000",17.1 Years,1.0%,1.8%,Single,GRADUATE,Male,1
CUST108613,0,1,0,0,0,1,0,21.0,21.0,87.0,27,0,27,0.0,0.0,432.0,0.0,"₹15,000",3.5 Years,1.0%,3.5%,Single,GRADUATE,Male,1
CUST108614,0,0,0,0,1,0,0,19.0,19.0,440.0,0,0,0,0.0,0.0,0.0,0.0,"₹17,000",5.9 Years,0.0%,1.8%,Married,SSC,Male,0
CUST108615,0,0,0,3,1,7,2,21.0,4.0,19.0,0,0,0,1.0,9.0,4.0,4.0,"₹19,200",4.0 Years,0.8%,13.1%,Married,UNDER GRADUATE,Male,5
CUST108616,0,0,0,0,0,1,0,39.0,39.0,870.0,0,0,0,0.0,0.0,1198.0,0.0,"₹16,000",5.4 Years,0.0%,1.8%,Married,UNDER GRADUATE,Male,0
CUST108617,1,0,0,0,0,1,1,3.0,3.0,74.0,0,0,0,0.0,0.0,0.0,0.0,"₹44,000",10.4 Years,1.0%,0.8%,Single,GRADUATE,Male,1
CUST108618,0,0,0,1,2,3,1,39.0,11.0,99.0,61,1,61,0.0,0.0,330.0,0.0,"₹25,000",10.5 Years,0.5%,4.8%,Married,OTHERS,Male,2
CUST108619,0,0,0,0,5,0,1,85.0,5.0,1819.0,870,3,870,0.0,0.0,34.0,1.0,"₹35,000",3.8 Years,0.0%,1.8%,Married,SSC,Male,1
CUST108620,0,0,0,0,0,2,1,11.0,6.0,67.0,0,0,0,0.0,0.0,324.0,0.0,"₹22,000",24.7 Years,0.1%,1.8%,Married,UNDER GRADUATE,Male,1
CUST108621,0,0,0,2,0,3,0,24.0,9.0,54.0,0,0,0,0.0,2.0,2.0,3.0,"₹25,000",6.5 Years,0.9%,3.0%,Married,12TH,Male,2
CUST108622,0,0,0,0,0,1,1,5.0,5.0,73.0,0,0,0,0.0,0.0,0.0,0.0,"₹40,000",10.5 Years,0.5%,0.4%,Married,SSC,Male,1
CUST108623,0,0,0,0,0,2,0,19.0,15.0,236.0,11,0,11,0.0,7.0,14.0,8.0,"₹20,000",5.6 Years,0.0%,1.8%,Married,12TH,Male,0
CUST108624,0,1,0,0,0,1,0,0.0,0.0,74.0,0,0,0,5.0,2.0,4.0,3.0,"₹18,500",2.2 Years,0.0%,0.0%,Single,POST-GRADUATE,Male,1
CUST108625,2,2,0,0,0,10,0,28.0,2.0,59.0,0,0,0,7.0,1.0,66.0,3.0,"₹21,000",3.5 Years,0.7%,11.2%,Single,12TH,Male,2
CUST108626,0,0,0,0,0,1,1,53.0,53.0,854.0,24,0,24,0.0,0.0,478.0,0.0,"₹26,000",5.5 Years,0.0%,2.9%,Married,12TH,Male,1
CUST108627,0,0,0,0,1,0,0,56.0,56.0,934.0,0,0,0,0.0,0.0,1673.0,0.0,"₹25,000",5.2 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST108628,0,0,0,0,1,0,0,10.0,10.0,45.0,3,0,3,0.0,0.0,8.0,1.0,"₹21,000",3.5 Years,1.1%,1.8%,Single,GRADUATE,Male,0
CUST108629,0,2,0,1,2,6,0,93.0,14.0,53.0,3,0,3,0.0,1.0,353.0,0.0,"₹50,000",18.4 Years,0.4%,2.6%,Married,12TH,Male,3
CUST108630,0,1,1,0,2,1,0,28.0,8.0,50.0,26,0,26,0.0,2.0,58.0,1.0,"₹19,000",2.1 Years,0.6%,0.8%,Single,GRADUATE,Male,2
CUST108631,0,0,0,0,0,1,1,4.0,4.0,52.0,0,0,0,0.0,0.0,140.0,0.0,"₹14,500",12.3 Years,0.9%,3.4%,Married,SSC,Male,1
CUST108632,0,1,0,0,8,2,0,72.0,3.0,52.0,26,0,26,0.0,0.0,107.0,0.0,"₹17,000",5.5 Years,0.7%,3.6%,Married,UNDER GRADUATE,Male,1
CUST108633,0,0,0,0,1,0,0,44.0,44.0,933.0,26,0,26,0.0,0.0,1392.0,0.0,"₹25,000",10.4 Years,0.0%,1.8%,Married,UNDER GRADUATE,Male,0
CUST108634,0,3,0,2,5,15,1,109.0,7.0,51.0,27,0,3,1.0,1.0,1.0,2.0,"₹28,000",2.5 Years,0.6%,6.7%,Married,SSC,Male,6
CUST108635,0,1,0,2,2,6,2,62.0,4.0,51.0,0,0,0,4.0,2.0,9.0,1.0,"₹25,000",4.9 Years,0.9%,7.3%,Married,GRADUATE,Male,5
CUST108636,2,0,0,0,6,0,0,90.0,10.0,289.0,80,32,12,0.0,0.0,27.0,1.0,"₹35,000",10.8 Years,1.1%,1.8%,Married,SSC,Male,0
CUST108637,2,1,0,0,4,1,0,75.0,11.0,505.0,0,0,0,1.0,0.0,3.0,1.0,"₹20,000",10.4 Years,0.9%,1.8%,Married,12TH,Male,1
CUST108638,0,0,0,0,0,3,1,25.0,8.0,73.0,0,0,0,0.0,2.0,52.0,2.0,"₹25,000",5.9 Years,0.0%,0.5%,Married,GRADUATE,Male,1
CUST108639,0,0,0,0,1,0,0,27.0,27.0,56.0,0,0,0,0.0,0.0,123.0,0.0,"₹16,000",6.2 Years,0.0%,1.8%,Single,OTHERS,Male,0
CUST108640,0,0,0,0,0,1,0,7.0,7.0,91.0,0,0,0,0.0,1.0,56.0,1.0,"₹15,000",3.9 Years,0.5%,0.6%,Married,UNDER GRADUATE,Male,0
CUST108641,0,0,0,0,3,0,0,45.0,11.0,56.0,1,0,1,0.0,0.0,0.0,0.0,"₹30,000",10.4 Years,0.8%,1.8%,Married,GRADUATE,Female,0
CUST108642,2,0,0,0,3,1,3,139.0,7.0,513.0,0,0,0,0.0,0.0,4189.0,0.0,"₹17,000",2.8 Years,0.5%,1.8%,Married,GRADUATE,Male,3
CUST108643,2,0,0,0,1,2,0,11.0,2.0,33.0,0,0,0,0.0,0.0,332.0,0.0,"₹20,000",8.8 Years,0.7%,1.2%,Single,UNDER GRADUATE,Male,0
CUST108644,0,0,0,0,4,2,1,85.0,10.0,60.0,25,0,25,0.0,0.0,193.0,0.0,"₹18,000",8.4 Years,0.7%,1.8%,Married,GRADUATE,Male,1
CUST108645,1,0,0,0,0,1,1,33.0,8.0,74.0,0,0,0,0.0,0.0,150.0,0.0,"₹50,000",15.7 Years,1.0%,0.0%,Single,GRADUATE,Male,1
CUST108646,0,0,0,0,1,0,0,11.0,11.0,126.0,0,0,0,0.0,1.0,28.0,4.0,"₹25,000",17.7 Years,0.6%,1.8%,Married,GRADUATE,Male,0
CUST108647,3,0,0,0,7,1,0,29.0,2.0,62.0,30,0,30,0.0,0.0,70.0,1.0,"₹35,000",9.4 Years,1.0%,0.3%,Married,12TH,Male,0
CUST108648,1,0,0,1,0,3,0,22.0,1.0,60.0,0,0,0,0.0,0.0,1.0,1.0,"₹20,000",16.2 Years,0.9%,5.5%,Married,GRADUATE,Male,1
CUST108649,0,0,0,0,5,0,0,27.0,9.0,167.0,2,1,2,0.0,0.0,0.0,0.0,"₹16,500",5.1 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST108650,0,0,0,0,1,0,0,31.0,31.0,35.0,0,0,0,0.0,0.0,351.0,0.0,"₹23,000",6.9 Years,0.2%,1.8%,Married,12TH,Male,0
CUST108651,0,0,0,0,1,0,0,21.0,21.0,67.0,0,0,0,0.0,0.0,655.0,0.0,"₹9,400",2.6 Years,0.4%,1.8%,Single,GRADUATE,Male,0
CUST108652,1,0,0,0,0,20,2,59.0,2.0,70.0,29,0,29,0.0,1.0,50.0,1.0,"₹24,000",10.4 Years,0.2%,2.6%,Married,GRADUATE,Male,2
CUST108653,0,0,0,0,0,1,0,8.0,8.0,52.0,26,0,26,0.0,0.0,250.0,0.0,"₹16,000",5.5 Years,0.4%,0.6%,Married,UNDER GRADUATE,Male,0
CUST108654,0,1,0,0,0,4,1,9.0,4.0,26.0,0,0,0,0.0,0.0,121.0,0.0,"₹19,000",10.7 Years,0.7%,2.3%,Married,12TH,Male,2
CUST108655,0,0,0,0,4,1,4,125.0,4.0,55.0,0,0,0,0.0,0.0,111.0,0.0,"₹35,000",3.9 Years,0.7%,14.3%,Married,12TH,Male,4
CUST108656,1,0,0,0,0,2,2,113.0,5.0,152.0,62,11,62,0.0,0.0,0.0,0.0,"₹30,000",15.9 Years,0.4%,5.9%,Married,GRADUATE,Male,2
CUST108657,1,0,0,0,0,1,1,36.0,36.0,74.0,0,0,0,0.0,0.0,7.0,3.0,"₹18,500",2.2 Years,1.0%,10.8%,Single,12TH,Female,1
CUST108658,0,0,0,0,0,1,0,5.0,5.0,114.0,0,0,0,0.0,1.0,2.0,1.0,"₹25,000",6.2 Years,0.6%,0.8%,Married,GRADUATE,Male,0
CUST108659,0,0,0,0,1,0,1,11.0,11.0,31.0,0,0,0,0.0,1.0,8.0,1.0,"₹20,000",8.2 Years,1.0%,1.8%,Married,12TH,Male,1
CUST108660,0,0,0,0,1,0,0,21.0,21.0,49.0,0,0,0,0.0,0.0,621.0,0.0,"₹16,000",4.6 Years,0.3%,1.8%,Single,GRADUATE,Male,0
CUST108661,0,0,0,0,0,1,0,24.0,24.0,467.0,0,0,0,0.0,0.0,708.0,0.0,"₹28,600",10.9 Years,0.0%,1.8%,Married,12TH,Male,0
CUST108662,1,0,0,0,7,0,0,29.0,3.0,62.0,23,0,23,0.0,0.0,873.0,0.0,"₹15,000",5.1 Years,0.2%,1.8%,Married,UNDER GRADUATE,Male,0
CUST108663,0,1,0,0,0,3,1,18.0,6.0,38.0,0,0,0,0.0,1.0,53.0,1.0,"₹18,000",5.4 Years,0.4%,3.7%,Married,GRADUATE,Male,2
CUST108664,0,0,0,1,0,5,4,191.0,35.0,289.0,26,1,16,0.0,0.0,1114.0,0.0,"₹49,000",10.8 Years,0.4%,12.8%,Married,POST-GRADUATE,Male,5
CUST108665,0,0,0,0,3,0,0,48.0,11.0,36.0,25,0,10,0.0,0.0,78.0,1.0,"₹18,000",10.4 Years,0.3%,1.8%,Married,GRADUATE,Male,0
CUST108666,0,0,0,0,0,2,0,8.0,4.0,27.0,0,0,0,0.0,0.0,95.0,0.0,"₹1,055",7.4 Years,0.7%,10.3%,Married,SSC,Male,0
CUST108667,0,0,0,0,1,0,1,5.0,5.0,72.0,0,0,0,0.0,0.0,26.0,1.0,"₹32,000",15.5 Years,1.0%,1.8%,Married,GRADUATE,Male,1
CUST108668,3,0,0,1,13,7,0,178.0,3.0,81.0,19,0,19,0.0,0.0,18.0,1.0,"₹20,000",13.9 Years,0.8%,4.8%,Married,GRADUATE,Male,1
CUST108669,0,0,0,0,14,0,0,48.0,26.0,739.0,0,0,0,0.0,0.0,0.0,0.0,"₹20,000",10.4 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST108670,0,0,0,0,4,1,0,128.0,6.0,58.0,0,0,0,0.0,0.0,176.0,0.0,"₹12,000",5.2 Years,0.3%,0.9%,Married,GRADUATE,Male,0
CUST108671,1,0,0,0,1,1,2,17.0,5.0,104.0,0,0,0,0.0,0.0,2.0,1.0,"₹22,000",7.2 Years,0.9%,0.0%,Single,12TH,Male,2
CUST108672,0,0,0,0,0,1,1,88.0,88.0,329.0,0,0,0,0.0,0.0,0.0,0.0,"₹13,000",4.3 Years,0.0%,0.0%,Married,OTHERS,Female,1
CUST108673,1,0,0,0,4,0,2,143.0,3.0,67.0,0,0,0,0.0,0.0,104.0,0.0,"₹22,000",10.5 Years,0.6%,1.8%,Married,GRADUATE,Male,2
CUST108674,0,0,0,0,0,1,0,13.0,13.0,187.0,3,0,3,0.0,1.0,130.0,0.0,"₹25,000",15.2 Years,0.0%,1.8%,Married,SSC,Male,0
CUST108675,0,0,0,0,0,1,0,11.0,11.0,113.0,0,0,0,0.0,0.0,324.0,0.0,"₹9,000",3.0 Years,0.0%,1.8%,Single,12TH,Female,0
CUST108676,1,0,2,2,2,7,2,99.0,9.0,68.0,30,0,30,0.0,0.0,263.0,0.0,"₹75,000",5.9 Years,0.9%,3.6%,Married,GRADUATE,Female,6
CUST108677,1,0,0,1,0,1,0,12.0,12.0,74.0,0,0,0,0.0,1.0,358.0,0.0,"₹30,000",7.4 Years,0.9%,16.7%,Single,GRADUATE,Male,1
CUST108678,0,0,0,0,0,3,2,103.0,4.0,68.0,0,0,0,0.0,1.0,129.0,0.0,"₹20,000",10.8 Years,0.3%,1.8%,Married,GRADUATE,Male,2
CUST108679,0,0,0,0,0,2,0,17.0,6.0,38.0,0,0,0,0.0,1.0,182.0,0.0,"₹12,000",10.0 Years,0.3%,4.2%,Married,UNDER GRADUATE,Male,0
CUST108680,0,0,0,0,1,0,0,90.0,90.0,1612.0,0,0,0,0.0,0.0,15.0,1.0,"₹37,000",10.2 Years,0.0%,1.8%,Married,SSC,Male,0
CUST108681,0,0,0,0,0,9,1,15.0,4.0,16.0,25,0,25,0.0,2.0,10.0,3.0,"₹20,000",10.7 Years,0.3%,5.8%,Married,12TH,Male,1
CUST108682,1,0,0,0,0,2,0,10.0,2.0,128.0,0,0,0,1.0,2.0,66.0,2.0,"₹25,000",5.0 Years,1.0%,0.5%,Married,UNDER GRADUATE,Male,0
CUST108683,0,0,0,0,0,3,0,15.0,4.0,77.0,0,0,0,0.0,0.0,214.0,0.0,"₹22,000",4.8 Years,0.3%,1.4%,Married,UNDER GRADUATE,Male,0
CUST108684,0,0,0,1,0,1,0,37.0,37.0,1107.0,0,0,0,2.0,0.0,25.0,2.0,"₹14,000",4.5 Years,0.3%,10.7%,Married,GRADUATE,Male,1
CUST108685,1,1,0,2,6,6,2,84.0,2.0,33.0,0,0,0,1.0,5.0,7.0,6.0,"₹30,000",10.5 Years,0.8%,3.8%,Married,GRADUATE,Male,5
CUST108686,0,0,0,0,8,0,3,73.0,5.0,56.0,30,0,16,0.0,0.0,140.0,0.0,"₹15,000",6.2 Years,0.8%,1.8%,Married,OTHERS,Male,3
CUST108687,1,0,0,2,4,7,3,170.0,1.0,36.0,60,0,28,0.0,1.0,24.0,1.0,"₹30,000",13.2 Years,0.3%,5.3%,Married,GRADUATE,Male,5
CUST108688,1,1,0,1,1,5,1,28.0,2.0,65.0,3,0,3,1.0,2.0,283.0,0.0,"₹45,000",6.4 Years,0.8%,28.4%,Married,12TH,Male,3
CUST108689,0,0,0,0,2,0,2,46.0,19.0,546.0,56,2,56,0.0,0.0,568.0,0.0,"₹15,000",20.2 Years,0.0%,1.8%,Married,SSC,Male,2
CUST108690,1,0,0,0,2,0,1,11.0,4.0,35.0,0,0,0,0.0,0.0,151.0,0.0,"₹27,000",10.5 Years,1.1%,1.8%,Single,SSC,Male,1
CUST108691,0,0,0,0,1,0,0,14.0,14.0,56.0,0,0,0,0.0,0.0,437.0,0.0,"₹12,000",3.9 Years,0.9%,1.8%,Single,OTHERS,Male,0
CUST108692,3,0,0,0,18,0,0,86.0,0.0,664.0,23,0,19,0.0,0.0,3.0,2.0,"₹11,000",3.4 Years,1.0%,1.8%,Married,GRADUATE,Male,0
CUST108693,3,0,0,3,1,15,1,80.0,2.0,47.0,6,0,6,0.0,0.0,65.0,1.0,"₹22,000",12.8 Years,0.3%,23.0%,Married,12TH,Male,4
CUST108694,4,0,0,3,0,9,0,59.0,7.0,91.0,0,0,0,0.0,1.0,217.0,0.0,"₹20,000",16.0 Years,0.8%,36.1%,Married,POST-GRADUATE,Male,3
CUST108695,0,0,0,0,1,0,1,28.0,28.0,57.0,27,0,27,0.0,0.0,4.0,2.0,"₹20,000",10.1 Years,0.6%,1.8%,Single,12TH,Male,1
CUST108696,1,0,0,0,0,1,0,23.0,23.0,74.0,0,0,0,0.0,0.0,679.0,0.0,"₹18,000",5.9 Years,0.7%,15.9%,Married,GRADUATE,Female,0
CUST108697,0,0,0,0,0,1,1,40.0,40.0,589.0,0,0,0,0.0,0.0,0.0,0.0,"₹23,000",10.2 Years,1.0%,0.0%,Single,12TH,Male,1
CUST108698,0,0,0,0,0,4,1,50.0,22.0,359.0,27,0,27,0.0,0.0,613.0,0.0,"₹20,000",6.4 Years,0.0%,2.2%,Married,GRADUATE,Male,1
CUST108699,0,1,0,0,0,1,0,17.0,17.0,42.0,22,0,22,0.0,0.0,497.0,0.0,"₹25,000",8.4 Years,1.0%,2.0%,Single,12TH,Male,1
CUST108700,0,0,0,0,0,1,0,7.0,7.0,72.0,0,0,0,0.0,1.0,225.0,0.0,"₹12,500",5.3 Years,0.4%,0.8%,Married,SSC,Female,0
CUST108701,1,0,0,0,4,4,1,134.0,2.0,54.0,0,0,0,2.0,0.0,113.0,0.0,"₹18,000",1.4 Years,0.6%,0.6%,Married,GRADUATE,Male,1
CUST108702,1,0,0,0,2,2,2,109.0,5.0,149.0,172,1,172,0.0,0.0,0.0,0.0,"₹50,000",10.7 Years,1.0%,1.8%,Married,GRADUATE,Male,2
CUST108703,0,0,0,0,3,0,0,78.0,4.0,95.0,0,0,0,0.0,0.0,6.0,2.0,"₹23,000",15.5 Years,0.5%,1.8%,Married,OTHERS,Male,0
CUST108704,0,0,0,0,0,4,1,21.0,6.0,63.0,28,0,28,2.0,7.0,16.0,3.0,"₹15,000",2.1 Years,0.6%,1.2%,Married,12TH,Male,1
CUST108705,0,0,0,0,0,1,0,18.0,18.0,366.0,0,0,0,0.0,0.0,549.0,0.0,"₹16,500",15.2 Years,0.0%,1.8%,Married,SSC,Male,0
CUST108706,3,0,0,0,6,1,2,41.0,11.0,59.0,25,0,25,0.0,0.0,276.0,0.0,"₹41,500",8.6 Years,0.5%,0.0%,Married,12TH,Male,2
CUST108707,0,0,0,0,0,1,1,48.0,48.0,283.0,0,0,0,0.0,0.0,1239.0,0.0,"₹25,000",15.7 Years,1.0%,10.1%,Married,12TH,Male,1
CUST108708,0,0,0,0,1,0,1,9.0,9.0,118.0,0,0,0,0.0,0.0,285.0,0.0,"₹30,000",4.5 Years,0.9%,1.8%,Single,SSC,Male,1
CUST108709,2,1,2,2,17,3,0,96.0,2.0,80.0,0,0,0,0.0,0.0,60.0,1.0,"₹20,000",2.5 Years,0.8%,17.6%,Married,12TH,Male,5
CUST108710,3,0,0,0,12,0,12,65.0,8.0,811.0,0,0,0,0.0,0.0,0.0,0.0,"₹25,000",2.2 Years,1.1%,1.8%,Single,12TH,Male,12
CUST108711,0,0,0,0,0,1,1,72.0,72.0,1035.0,0,0,0,0.0,0.0,2247.0,0.0,"₹18,000",6.4 Years,1.6%,16.9%,Single,GRADUATE,Male,1
CUST108712,0,0,0,0,1,0,1,40.0,40.0,478.0,0,0,0,0.0,0.0,4.0,2.0,"₹45,000",10.6 Years,0.0%,1.8%,Married,12TH,Male,1
CUST108713,0,0,0,0,2,0,0,19.0,6.0,48.0,3,0,3,0.0,0.0,581.0,0.0,"₹23,000",5.8 Years,0.7%,1.8%,Single,GRADUATE,Male,0
CUST108714,0,0,0,0,1,0,1,40.0,40.0,74.0,0,0,0,0.0,0.0,2.0,1.0,"₹12,500",4.5 Years,0.0%,1.8%,Married,12TH,Male,1
CUST108715,0,0,0,0,1,0,0,31.0,31.0,234.0,0,0,0,0.0,0.0,925.0,0.0,"₹19,000",6.8 Years,0.0%,1.8%,Single,GRADUATE,Male,0
CUST108716,0,0,0,0,0,3,0,19.0,7.0,97.0,0,0,0,0.0,0.0,560.0,0.0,"₹35,000",3.2 Years,0.3%,1.3%,Married,GRADUATE,Female,0
CUST108717,0,0,0,0,1,1,0,23.0,12.0,157.0,27,0,27,0.0,0.0,8.0,2.0,"₹50,000",10.5 Years,0.0%,1.8%,Married,GRADUATE,Female,0
CUST108718,1,0,0,0,1,0,1,10.0,10.0,74.0,0,0,0,0.0,0.0,51.0,1.0,"₹20,000",9.2 Years,1.1%,1.8%,Single,12TH,Male,1
CUST108719,2,0,0,0,4,4,0,44.0,3.0,49.0,60,2,60,1.0,0.0,2.0,5.0,"₹30,000",10.2 Years,1.1%,2.2%,Married,12TH,Male,0
CUST108720,0,0,0,0,1,1,0,25.0,12.0,92.0,0,0,0,0.0,0.0,365.0,0.0,"₹16,500",10.1 Years,0.0%,3.0%,Married,POST-GRADUATE,Male,0
CUST108721,0,0,0,0,1,0,0,35.0,35.0,488.0,0,0,0,0.0,0.0,8.0,1.0,"₹12,500",10.9 Years,0.0%,1.8%,Single,SSC,Male,0
CUST108722,2,0,0,0,1,2,0,7.0,1.0,147.0,0,0,0,0.0,0.0,47.0,3.0,"₹31,000",8.8 Years,0.9%,0.8%,Married,GRADUATE,Male,0
