PROSPECTID,Actual_Risk_Grade
CUST105240,1
CUST105241,1
CUST105242,1
CUST105243,2
CUST105244,0
CUST105245,1
CUST105246,1
CUST105247,1
CUST105248,2
CUST105249,1
CUST105250,1
CUST105251,1
CUST105252,1
CUST105253,1
CUST105254,1
CUST105255,3
CUST105256,1
CUST105257,1
CUST105258,1
CUST105259,1
CUST105260,1
CUST105261,1
CUST105262,2
CUST105263,1
CUST105264,1
CUST105265,1
CUST105266,1
CUST105267,1
CUST105268,1
CUST105269,1
CUST105270,1
CUST105271,1
CUST105272,1
CUST105273,1
CUST105274,2
CUST105275,1
CUST105276,1
CUST105277,1
CUST105278,3
CUST105279,1
CUST105280,1
CUST105281,1
CUST105282,1
CUST105283,0
CUST105284,1
CUST105285,3
CUST105286,1
CUST105287,1
CUST105288,1
CUST105289,1
CUST105290,1
CUST105291,1
CUST105292,2
CUST105293,2
CUST105294,1
CUST105295,1
CUST105296,2
CUST105297,1
CUST105298,2
CUST105299,0
CUST105300,1
CUST105301,0
CUST105302,3
CUST105303,1
CUST105304,2
CUST105305,1
CUST105306,2
CUST105307,1
CUST105308,1
CUST105309,1
CUST105310,1
CUST105311,0
CUST105312,1
CUST105313,1
CUST105314,1
CUST105315,1
CUST105316,0
CUST105317,3
CUST105318,1
CUST105319,1
CUST105320,1
CUST105321,1
CUST105322,0
CUST105323,0
CUST105324,0
CUST105325,3
CUST105326,1
CUST105327,3
CUST105328,1
CUST105329,1
CUST105330,3
CUST105331,3
CUST105332,1
CUST105333,2
CUST105334,1
CUST105335,1
CUST105336,3
CUST105337,1
CUST105338,1
CUST105339,1
CUST105340,1
CUST105341,1
CUST105342,2
CUST105343,1
CUST105344,3
CUST105345,1
CUST105346,3
CUST105347,1
CUST105348,1
CUST105349,0
CUST105350,1
CUST105351,1
CUST105352,1
CUST105353,1
CUST105354,2
CUST105355,1
CUST105356,1
CUST105357,3
CUST105358,1
CUST105359,1
CUST105360,1
CUST105361,1
CUST105362,3
CUST105363,1
CUST105364,2
CUST105365,1
CUST105366,1
CUST105367,1
CUST105368,2
CUST105369,1
CUST105370,2
CUST105371,1
CUST105372,1
CUST105373,2
CUST105374,1
CUST105375,3
CUST105376,1
CUST105377,1
CUST105378,2
CUST105379,0
CUST105380,0
CUST105381,1
CUST105382,1
CUST105383,1
CUST105384,2
CUST105385,3
CUST105386,1
CUST105387,1
CUST105388,2
CUST105389,2
CUST105390,3
CUST105391,2
CUST105392,1
CUST105393,1
CUST105394,1
CUST105395,2
CUST105396,1
CUST105397,1
CUST105398,1
CUST105399,1
CUST105400,1
CUST105401,1
CUST105402,0
CUST105403,1
CUST105404,1
CUST105405,1
CUST105406,1
CUST105407,3
CUST105408,1
CUST105409,0
CUST105410,1
CUST105411,1
CUST105412,1
CUST105413,1
CUST105414,0
CUST105415,3
CUST105416,1
CUST105417,1
CUST105418,1
CUST105419,1
CUST105420,1
CUST105421,1
CUST105422,1
CUST105423,0
CUST105424,1
CUST105425,1
CUST105426,1
CUST105427,1
CUST105428,2
CUST105429,0
CUST105430,0
CUST105431,0
CUST105432,1
CUST105433,1
CUST105434,1
CUST105435,3
CUST105436,3
CUST105437,1
CUST105438,1
CUST105439,3
CUST105440,2
CUST105441,2
CUST105442,3
CUST105443,1
CUST105444,3
CUST105445,2
CUST105446,1
CUST105447,0
CUST105448,0
CUST105449,1
CUST105450,1
CUST105451,1
CUST105452,1
CUST105453,1
CUST105454,1
CUST105455,0
CUST105456,0
CUST105457,1
CUST105458,1
CUST105459,1
CUST105460,1
CUST105461,1
CUST105462,1
CUST105463,2
CUST105464,0
CUST105465,2
CUST105466,1
CUST105467,1
CUST105468,3
CUST105469,1
CUST105470,2
CUST105471,0
CUST105472,1
CUST105473,1
CUST105474,2
CUST105475,1
CUST105476,0
CUST105477,1
CUST105478,1
CUST105479,1
CUST105480,1
CUST105481,0
CUST105482,2
CUST105483,0
CUST105484,1
CUST105485,1
CUST105486,1
CUST105487,3
CUST105488,1
CUST105489,1
CUST105490,1
CUST105491,1
CUST105492,3
CUST105493,0
CUST105494,3
CUST105495,1
CUST105496,3
CUST105497,1
CUST105498,1
CUST105499,1
CUST105500,0
CUST105501,1
CUST105502,3
CUST105503,1
CUST105504,1
CUST105505,1
CUST105506,1
CUST105507,2
CUST105508,1
CUST105509,1
CUST105510,1
CUST105511,1
CUST105512,1
CUST105513,1
CUST105514,2
CUST105515,1
CUST105516,3
CUST105517,1
CUST105518,1
CUST105519,0
CUST105520,1
CUST105521,1
CUST105522,1
CUST105523,1
CUST105524,3
CUST105525,1
CUST105526,2
CUST105527,1
CUST105528,0
CUST105529,2
CUST105530,3
CUST105531,0
CUST105532,2
CUST105533,1
CUST105534,3
CUST105535,1
CUST105536,2
CUST105537,1
CUST105538,2
CUST105539,1
CUST105540,2
CUST105541,3
CUST105542,1
CUST105543,1
CUST105544,1
CUST105545,0
CUST105546,1
CUST105547,1
CUST105548,2
CUST105549,2
CUST105550,1
CUST105551,1
CUST105552,2
CUST105553,0
CUST105554,1
CUST105555,1
CUST105556,1
CUST105557,1
CUST105558,1
CUST105559,1
CUST105560,1
CUST105561,1
CUST105562,0
CUST105563,1
CUST105564,1
CUST105565,3
CUST105566,0
CUST105567,1
CUST105568,1
CUST105569,0
CUST105570,1
CUST105571,3
CUST105572,1
CUST105573,3
CUST105574,0
CUST105575,1
CUST105576,1
CUST105577,2
CUST105578,1
CUST105579,0
CUST105580,1
CUST105581,1
CUST105582,1
CUST105583,1
CUST105584,1
CUST105585,1
CUST105586,1
CUST105587,0
CUST105588,1
CUST105589,1
CUST105590,3
CUST105591,2
CUST105592,1
CUST105593,2
CUST105594,1
CUST105595,1
CUST105596,2
CUST105597,1
CUST105598,1
CUST105599,3
CUST105600,3
CUST105601,1
CUST105602,1
CUST105603,1
CUST105604,3
CUST105605,1
CUST105606,0
CUST105607,1
CUST105608,0
CUST105609,1
CUST105610,1
CUST105611,1
CUST105612,1
CUST105613,1
CUST105614,1
CUST105615,2
CUST105616,1
CUST105617,1
CUST105618,3
CUST105619,1
CUST105620,1
CUST105621,1
CUST105622,1
CUST105623,1
CUST105624,1
CUST105625,3
CUST105626,3
CUST105627,1
CUST105628,3
CUST105629,1
CUST105630,1
CUST105631,1
CUST105632,2
CUST105633,1
CUST105634,1
CUST105635,1
CUST105636,1
CUST105637,2
CUST105638,1
CUST105639,2
CUST105640,0
CUST105641,1
CUST105642,3
CUST105643,1
CUST105644,0
CUST105645,3
CUST105646,1
CUST105647,1
CUST105648,1
CUST105649,1
CUST105650,1
CUST105651,1
CUST105652,3
CUST105653,1
CUST105654,1
CUST105655,0
CUST105656,2
CUST105657,1
CUST105658,0
CUST105659,1
CUST105660,3
CUST105661,0
CUST105662,0
CUST105663,1
CUST105664,1
CUST105665,0
CUST105666,2
CUST105667,1
CUST105668,2
CUST105669,0
CUST105670,1
CUST105671,2
CUST105672,2
CUST105673,1
CUST105674,1
CUST105675,1
CUST105676,1
CUST105677,1
CUST105678,1
CUST105679,0
CUST105680,1
CUST105681,1
CUST105682,1
CUST105683,1
CUST105684,1
CUST105685,1
CUST105686,1
CUST105687,1
CUST105688,1
CUST105689,1
CUST105690,1
CUST105691,1
CUST105692,1
CUST105693,3
CUST105694,2
CUST105695,1
CUST105696,3
CUST105697,1
CUST105698,2
CUST105699,2
CUST105700,2
CUST105701,2
CUST105702,1
CUST105703,1
CUST105704,2
CUST105705,1
CUST105706,1
CUST105707,1
CUST105708,1
CUST105709,1
CUST105710,1
CUST105711,0
CUST105712,1
CUST105713,0
CUST105714,2
CUST105715,3
CUST105716,0
CUST105717,1
CUST105718,1
CUST105719,1
CUST105720,3
CUST105721,1
CUST105722,1
CUST105723,1
CUST105724,3
CUST105725,0
CUST105726,1
CUST105727,3
CUST105728,2
CUST105729,1
CUST105730,2
CUST105731,2
CUST105732,2
CUST105733,1
CUST105734,0
CUST105735,1
CUST105736,3
CUST105737,1
CUST105738,1
CUST105739,1
CUST105740,3
CUST105741,1
CUST105742,0
CUST105743,1
CUST105744,2
CUST105745,1
CUST105746,3
CUST105747,2
CUST105748,1
CUST105749,1
CUST105750,3
CUST105751,1
CUST105752,1
CUST105753,2
CUST105754,1
CUST105755,2
CUST105756,1
CUST105757,1
CUST105758,0
CUST105759,1
CUST105760,2
CUST105761,2
CUST105762,1
CUST105763,1
CUST105764,0
CUST105765,3
CUST105766,1
CUST105767,1
CUST105768,3
CUST105769,0
CUST105770,3
CUST105771,1
CUST105772,1
CUST105773,2
CUST105774,1
CUST105775,3
CUST105776,2
CUST105777,1
CUST105778,1
CUST105779,0
CUST105780,1
CUST105781,2
CUST105782,3
CUST105783,2
CUST105784,1
CUST105785,0
CUST105786,1
CUST105787,3
CUST105788,1
CUST105789,1
CUST105790,1
CUST105791,1
CUST105792,1
CUST105793,3
CUST105794,1
CUST105795,3
CUST105796,0
CUST105797,3
CUST105798,1
CUST105799,1
CUST105800,1
CUST105801,0
CUST105802,1
CUST105803,1
CUST105804,0
CUST105805,1
CUST105806,1
CUST105807,1
CUST105808,1
CUST105809,0
CUST105810,3
CUST105811,1
CUST105812,1
CUST105813,1
CUST105814,3
CUST105815,1
CUST105816,1
CUST105817,1
CUST105818,2
CUST105819,1
CUST105820,2
CUST105821,1
CUST105822,1
CUST105823,2
CUST105824,2
CUST105825,1
CUST105826,3
CUST105827,0
CUST105828,1
CUST105829,0
CUST105830,1
CUST105831,1
CUST105832,3
CUST105833,1
CUST105834,0
CUST105835,1
CUST105836,0
CUST105837,3
CUST105838,1
CUST105839,1
CUST105840,1
CUST105841,2
CUST105842,0
CUST105843,2
CUST105844,1
CUST105845,1
CUST105846,1
CUST105847,3
CUST105848,1
CUST105849,1
CUST105850,0
CUST105851,1
CUST105852,1
CUST105853,1
CUST105854,2
CUST105855,1
CUST105856,3
CUST105857,1
CUST105858,0
CUST105859,1
CUST105860,2
CUST105861,1
CUST105862,1
CUST105863,0
CUST105864,1
CUST105865,2
CUST105866,1
CUST105867,2
CUST105868,0
CUST105869,1
CUST105870,2
CUST105871,1
CUST105872,1
CUST105873,1
CUST105874,2
CUST105875,1
CUST105876,2
CUST105877,2
CUST105878,1
CUST105879,1
CUST105880,2
CUST105881,3
CUST105882,1
CUST105883,1
CUST105884,1
CUST105885,1
CUST105886,1
CUST105887,1
CUST105888,1
CUST105889,1
CUST105890,1
CUST105891,2
CUST105892,1
CUST105893,1
CUST105894,3
CUST105895,1
CUST105896,1
CUST105897,1
CUST105898,0
CUST105899,1
CUST105900,3
CUST105901,1
CUST105902,1
CUST105903,1
CUST105904,1
CUST105905,1
CUST105906,1
CUST105907,1
CUST105908,1
CUST105909,1
CUST105910,1
CUST105911,0
CUST105912,1
CUST105913,1
CUST105914,2
CUST105915,1
CUST105916,1
CUST105917,1
CUST105918,1
CUST105919,1
CUST105920,1
CUST105921,1
CUST105922,1
CUST105923,1
CUST105924,1
CUST105925,0
CUST105926,1
CUST105927,1
CUST105928,1
CUST105929,1
CUST105930,1
CUST105931,1
CUST105932,3
CUST105933,3
CUST105934,1
CUST105935,3
CUST105936,1
CUST105937,1
CUST105938,1
CUST105939,3
CUST105940,1
CUST105941,1
CUST105942,0
CUST105943,2
CUST105944,1
CUST105945,2
CUST105946,1
CUST105947,1
CUST105948,2
CUST105949,1
CUST105950,1
CUST105951,1
CUST105952,1
CUST105953,1
CUST105954,0
CUST105955,1
CUST105956,1
CUST105957,0
CUST105958,2
CUST105959,1
CUST105960,1
CUST105961,1
CUST105962,0
CUST105963,2
CUST105964,3
CUST105965,2
CUST105966,1
CUST105967,2
CUST105968,0
CUST105969,3
CUST105970,1
CUST105971,1
CUST105972,3
CUST105973,3
CUST105974,1
CUST105975,3
CUST105976,1
CUST105977,1
CUST105978,0
CUST105979,1
CUST105980,2
CUST105981,3
CUST105982,1
CUST105983,1
CUST105984,1
CUST105985,1
CUST105986,1
CUST105987,1
CUST105988,1
CUST105989,2
CUST105990,3
CUST105991,1
CUST105992,1
CUST105993,1
CUST105994,0
CUST105995,1
CUST105996,0
CUST105997,1
CUST105998,1
CUST105999,0
CUST106000,1
CUST106001,2
CUST106002,2
CUST106003,1
CUST106004,1
CUST106005,1
CUST106006,3
CUST106007,1
CUST106008,2
CUST106009,1
CUST106010,1
CUST106011,0
CUST106012,1
CUST106013,3
CUST106014,1
CUST106015,1
CUST106016,1
CUST106017,1
CUST106018,1
CUST106019,1
CUST106020,3
CUST106021,1
CUST106022,2
CUST106023,1
CUST106024,0
CUST106025,1
CUST106026,2
CUST106027,1
CUST106028,1
CUST106029,2
CUST106030,1
CUST106031,1
CUST106032,1
CUST106033,1
CUST106034,3
CUST106035,0
CUST106036,1
CUST106037,1
CUST106038,2
CUST106039,3
CUST106040,0
CUST106041,1
CUST106042,1
CUST106043,1
CUST106044,0
CUST106045,3
CUST106046,1
CUST106047,1
CUST106048,3
CUST106049,3
CUST106050,2
CUST106051,1
CUST106052,3
CUST106053,1
CUST106054,1
CUST106055,1
CUST106056,1
CUST106057,2
CUST106058,1
CUST106059,1
CUST106060,1
CUST106061,1
CUST106062,3
CUST106063,0
CUST106064,1
CUST106065,2
CUST106066,1
CUST106067,1
CUST106068,1
CUST106069,1
CUST106070,2
CUST106071,1
CUST106072,2
CUST106073,1
CUST106074,0
CUST106075,1
CUST106076,0
CUST106077,1
CUST106078,1
CUST106079,3
CUST106080,1
CUST106081,1
CUST106082,2
CUST106083,1
CUST106084,1
CUST106085,1
CUST106086,1
CUST106087,1
CUST106088,2
CUST106089,2
CUST106090,1
CUST106091,2
CUST106092,2
CUST106093,1
CUST106094,1
CUST106095,2
CUST106096,1
CUST106097,1
CUST106098,1
CUST106099,1
CUST106100,1
CUST106101,2
CUST106102,1
CUST106103,2
CUST106104,1
CUST106105,1
CUST106106,1
CUST106107,1
CUST106108,0
CUST106109,3
CUST106110,1
CUST106111,1
CUST106112,2
CUST106113,1
CUST106114,1
CUST106115,2
CUST106116,0
CUST106117,1
CUST106118,3
CUST106119,2
CUST106120,1
CUST106121,0
CUST106122,1
CUST106123,1
CUST106124,1
CUST106125,1
CUST106126,3
CUST106127,1
CUST106128,2
CUST106129,2
CUST106130,0
CUST106131,1
CUST106132,3
CUST106133,1
CUST106134,3
CUST106135,2
CUST106136,1
CUST106137,1
CUST106138,3
CUST106139,1
CUST106140,1
CUST106141,1
CUST106142,2
CUST106143,1
CUST106144,1
CUST106145,0
CUST106146,1
CUST106147,1
CUST106148,1
CUST106149,1
CUST106150,3
CUST106151,1
CUST106152,1
CUST106153,0
CUST106154,2
CUST106155,0
CUST106156,1
CUST106157,1
CUST106158,1
CUST106159,1
CUST106160,1
CUST106161,1
CUST106162,1
CUST106163,1
CUST106164,0
CUST106165,1
CUST106166,1
CUST106167,2
CUST106168,1
CUST106169,3
CUST106170,1
CUST106171,1
CUST106172,1
CUST106173,3
CUST106174,1
CUST106175,1
CUST106176,0
CUST106177,0
CUST106178,2
CUST106179,1
CUST106180,2
CUST106181,1
CUST106182,1
CUST106183,2
CUST106184,1
CUST106185,1
CUST106186,1
CUST106187,1
CUST106188,1
CUST106189,1
CUST106190,1
CUST106191,1
CUST106192,3
CUST106193,2
CUST106194,3
CUST106195,1
CUST106196,1
CUST106197,3
CUST106198,2
CUST106199,1
CUST106200,1
CUST106201,3
CUST106202,1
CUST106203,1
CUST106204,2
CUST106205,1
CUST106206,1
CUST106207,0
CUST106208,1
CUST106209,1
CUST106210,1
CUST106211,0
CUST106212,1
CUST106213,3
CUST106214,2
CUST106215,0
CUST106216,1
CUST106217,1
CUST106218,1
CUST106219,2
CUST106220,1
CUST106221,1
CUST106222,3
CUST106223,2
CUST106224,1
CUST106225,2
CUST106226,3
CUST106227,1
CUST106228,1
CUST106229,2
CUST106230,0
CUST106231,2
CUST106232,3
CUST106233,1
CUST106234,0
CUST106235,1
CUST106236,1
CUST106237,1
CUST106238,1
CUST106239,2
CUST106240,1
CUST106241,1
CUST106242,1
CUST106243,1
CUST106244,1
CUST106245,1
CUST106246,1
CUST106247,0
CUST106248,1
CUST106249,1
CUST106250,1
CUST106251,1
CUST106252,2
CUST106253,1
CUST106254,1
CUST106255,1
CUST106256,1
CUST106257,1
CUST106258,1
CUST106259,0
CUST106260,1
CUST106261,1
CUST106262,2
CUST106263,2
CUST106264,3
CUST106265,1
CUST106266,0
CUST106267,1
CUST106268,2
CUST106269,2
CUST106270,1
CUST106271,0
CUST106272,1
CUST106273,1
CUST106274,1
CUST106275,2
CUST106276,1
CUST106277,1
CUST106278,3
CUST106279,2
CUST106280,3
CUST106281,0
CUST106282,0
CUST106283,1
CUST106284,2
CUST106285,1
CUST106286,2
CUST106287,1
CUST106288,3
CUST106289,1
CUST106290,1
CUST106291,2
CUST106292,1
CUST106293,2
CUST106294,1
CUST106295,2
CUST106296,1
CUST106297,1
CUST106298,2
CUST106299,1
CUST106300,1
CUST106301,3
CUST106302,1
CUST106303,1
CUST106304,2
CUST106305,1
CUST106306,1
CUST106307,0
CUST106308,0
CUST106309,1
CUST106310,1
CUST106311,1
CUST106312,1
CUST106313,1
CUST106314,1
CUST106315,2
CUST106316,3
CUST106317,2
CUST106318,1
CUST106319,1
CUST106320,1
CUST106321,1
CUST106322,1
CUST106323,1
CUST106324,1
CUST106325,1
CUST106326,1
CUST106327,0
CUST106328,1
CUST106329,1
CUST106330,1
CUST106331,3
CUST106332,2
CUST106333,3
CUST106334,0
CUST106335,1
CUST106336,1
CUST106337,3
CUST106338,1
CUST106339,1
CUST106340,3
CUST106341,1
CUST106342,1
CUST106343,1
CUST106344,2
CUST106345,2
CUST106346,1
CUST106347,1
CUST106348,1
CUST106349,1
CUST106350,1
CUST106351,1
CUST106352,1
CUST106353,1
CUST106354,0
CUST106355,1
CUST106356,3
CUST106357,1
CUST106358,1
CUST106359,1
CUST106360,1
CUST106361,1
CUST106362,2
CUST106363,1
CUST106364,1
CUST106365,1
CUST106366,0
CUST106367,1
CUST106368,3
CUST106369,1
CUST106370,1
CUST106371,1
CUST106372,2
CUST106373,1
CUST106374,0
CUST106375,1
CUST106376,1
CUST106377,0
CUST106378,1
CUST106379,1
CUST106380,1
CUST106381,1
CUST106382,1
CUST106383,3
CUST106384,0
CUST106385,2
CUST106386,2
CUST106387,1
CUST106388,1
CUST106389,1
CUST106390,3
CUST106391,1
CUST106392,2
CUST106393,2
CUST106394,3
CUST106395,1
CUST106396,1
CUST106397,1
CUST106398,1
CUST106399,1
CUST106400,2
CUST106401,1
CUST106402,1
CUST106403,1
CUST106404,1
CUST106405,1
CUST106406,1
CUST106407,3
CUST106408,1
CUST106409,1
CUST106410,3
CUST106411,3
CUST106412,1
CUST106413,1
CUST106414,1
CUST106415,2
CUST106416,1
CUST106417,2
CUST106418,1
CUST106419,1
CUST106420,1
CUST106421,2
CUST106422,1
CUST106423,1
CUST106424,0
CUST106425,2
CUST106426,3
CUST106427,1
CUST106428,2
CUST106429,1
CUST106430,1
CUST106431,0
CUST106432,0
CUST106433,3
CUST106434,0
CUST106435,0
CUST106436,1
CUST106437,1
CUST106438,0
CUST106439,1
CUST106440,1
CUST106441,2
CUST106442,1
CUST106443,1
CUST106444,1
CUST106445,1
CUST106446,1
CUST106447,1
CUST106448,1
CUST106449,0
CUST106450,2
CUST106451,2
CUST106452,1
CUST106453,3
CUST106454,1
CUST106455,1
CUST106456,1
CUST106457,2
CUST106458,1
CUST106459,2
CUST106460,1
CUST106461,0
CUST106462,1
CUST106463,1
CUST106464,1
CUST106465,1
CUST106466,1
CUST106467,1
CUST106468,1
CUST106469,1
CUST106470,2
CUST106471,2
CUST106472,2
CUST106473,2
CUST106474,3
CUST106475,1
CUST106476,3
CUST106477,1
CUST106478,1
CUST106479,2
CUST106480,0
CUST106481,3
CUST106482,1
CUST106483,1
CUST106484,1
CUST106485,3
CUST106486,1
CUST106487,1
CUST106488,1
CUST106489,1
CUST106490,0
CUST106491,3
CUST106492,1
CUST106493,1
CUST106494,1
CUST106495,0
CUST106496,3
CUST106497,1
CUST106498,1
CUST106499,1
CUST106500,1
CUST106501,1
CUST106502,1
CUST106503,3
CUST106504,1
CUST106505,1
CUST106506,3
CUST106507,2
CUST106508,1
CUST106509,0
CUST106510,0
CUST106511,1
CUST106512,1
CUST106513,1
CUST106514,1
CUST106515,1
CUST106516,2
CUST106517,0
CUST106518,3
CUST106519,1
CUST106520,2
CUST106521,2
CUST106522,1
CUST106523,1
CUST106524,2
CUST106525,1
CUST106526,0
CUST106527,0
CUST106528,1
CUST106529,1
CUST106530,0
CUST106531,1
CUST106532,1
CUST106533,1
CUST106534,1
CUST106535,1
CUST106536,1
CUST106537,1
CUST106538,1
CUST106539,1
CUST106540,1
CUST106541,2
CUST106542,2
CUST106543,1
CUST106544,1
CUST106545,3
CUST106546,1
CUST106547,1
CUST106548,1
CUST106549,3
CUST106550,2
CUST106551,1
CUST106552,1
CUST106553,3
CUST106554,1
CUST106555,1
CUST106556,1
CUST106557,1
CUST106558,1
CUST106559,2
CUST106560,1
CUST106561,1
CUST106562,1
CUST106563,1
CUST106564,1
CUST106565,1
CUST106566,1
CUST106567,1
CUST106568,1
CUST106569,1
CUST106570,1
CUST106571,1
CUST106572,1
CUST106573,1
CUST106574,3
CUST106575,3
CUST106576,0
CUST106577,1
CUST106578,1
CUST106579,1
CUST106580,3
CUST106581,1
CUST106582,1
CUST106583,1
CUST106584,1
CUST106585,1
CUST106586,0
CUST106587,2
CUST106588,1
CUST106589,2
CUST106590,0
CUST106591,2
CUST106592,0
CUST106593,1
CUST106594,1
CUST106595,1
CUST106596,0
CUST106597,1
CUST106598,1
CUST106599,1
CUST106600,0
CUST106601,1
CUST106602,1
CUST106603,0
CUST106604,1
CUST106605,2
CUST106606,3
CUST106607,1
CUST106608,1
CUST106609,1
CUST106610,1
CUST106611,2
CUST106612,1
CUST106613,1
CUST106614,1
CUST106615,0
CUST106616,3
CUST106617,3
CUST106618,3
CUST106619,2
CUST106620,1
CUST106621,1
CUST106622,1
CUST106623,1
CUST106624,1
CUST106625,1
CUST106626,3
CUST106627,1
CUST106628,1
CUST106629,2
CUST106630,1
CUST106631,1
CUST106632,2
CUST106633,1
CUST106634,2
CUST106635,1
CUST106636,1
CUST106637,1
CUST106638,1
CUST106639,1
CUST106640,2
CUST106641,0
CUST106642,1
CUST106643,1
CUST106644,2
CUST106645,1
CUST106646,2
CUST106647,1
CUST106648,3
CUST106649,1
CUST106650,1
CUST106651,1
CUST106652,2
CUST106653,1
CUST106654,1
CUST106655,0
CUST106656,1
CUST106657,2
CUST106658,0
CUST106659,1
CUST106660,3
CUST106661,3
CUST106662,1
CUST106663,1
CUST106664,0
CUST106665,1
CUST106666,2
CUST106667,2
CUST106668,3
CUST106669,1
CUST106670,3
CUST106671,3
CUST106672,1
CUST106673,1
CUST106674,1
CUST106675,3
CUST106676,1
CUST106677,1
CUST106678,2
CUST106679,0
CUST106680,0
CUST106681,1
CUST106682,1
CUST106683,3
CUST106684,1
CUST106685,2
CUST106686,1
CUST106687,3
CUST106688,1
CUST106689,1
CUST106690,1
CUST106691,1
CUST106692,1
CUST106693,2
CUST106694,1
CUST106695,1
CUST106696,0
CUST106697,1
CUST106698,3
CUST106699,3
CUST106700,1
CUST106701,3
CUST106702,1
CUST106703,3
CUST106704,2
CUST106705,1
CUST106706,1
CUST106707,1
CUST106708,0
CUST106709,2
CUST106710,1
CUST106711,2
CUST106712,1
CUST106713,1
CUST106714,1
CUST106715,1
CUST106716,0
CUST106717,2
CUST106718,3
CUST106719,1
CUST106720,0
CUST106721,0
CUST106722,1
CUST106723,1
CUST106724,3
CUST106725,1
CUST106726,1
CUST106727,1
CUST106728,1
CUST106729,0
CUST106730,3
CUST106731,1
CUST106732,1
CUST106733,1
CUST106734,3
CUST106735,1
CUST106736,0
CUST106737,1
CUST106738,1
CUST106739,0
CUST106740,1
CUST106741,2
CUST106742,2
CUST106743,2
CUST106744,1
CUST106745,3
CUST106746,1
CUST106747,2
CUST106748,1
CUST106749,1
CUST106750,1
CUST106751,0
CUST106752,1
CUST106753,2
CUST106754,3
CUST106755,3
CUST106756,1
CUST106757,1
CUST106758,0
CUST106759,1
CUST106760,1
CUST106761,0
CUST106762,1
CUST106763,1
CUST106764,1
CUST106765,1
CUST106766,1
CUST106767,1
CUST106768,2
CUST106769,1
CUST106770,1
CUST106771,1
CUST106772,1
CUST106773,1
CUST106774,1
CUST106775,1
CUST106776,0
CUST106777,1
CUST106778,1
CUST106779,2
CUST106780,1
CUST106781,3
CUST106782,1
CUST106783,1
CUST106784,1
CUST106785,0
CUST106786,1
CUST106787,1
CUST106788,2
CUST106789,0
CUST106790,1
CUST106791,3
CUST106792,1
CUST106793,2
CUST106794,3
CUST106795,1
CUST106796,1
CUST106797,1
CUST106798,1
CUST106799,1
CUST106800,3
CUST106801,1
CUST106802,1
CUST106803,1
CUST106804,1
CUST106805,1
CUST106806,2
CUST106807,1
CUST106808,0
CUST106809,1
CUST106810,2
CUST106811,1
CUST106812,1
CUST106813,1
CUST106814,1
CUST106815,1
CUST106816,1
CUST106817,1
CUST106818,1
CUST106819,0
CUST106820,1
CUST106821,0
CUST106822,1
CUST106823,2
CUST106824,1
CUST106825,0
CUST106826,1
CUST106827,3
CUST106828,1
CUST106829,1
CUST106830,1
CUST106831,2
CUST106832,1
CUST106833,1
CUST106834,2
CUST106835,0
CUST106836,1
CUST106837,2
CUST106838,3
CUST106839,1
CUST106840,1
CUST106841,2
CUST106842,1
CUST106843,1
CUST106844,1
CUST106845,2
CUST106846,1
CUST106847,1
CUST106848,1
CUST106849,2
CUST106850,0
CUST106851,1
CUST106852,1
CUST106853,3
CUST106854,1
CUST106855,3
CUST106856,1
CUST106857,2
CUST106858,1
CUST106859,1
CUST106860,1
CUST106861,0
CUST106862,0
CUST106863,3
CUST106864,0
CUST106865,1
CUST106866,1
CUST106867,1
CUST106868,1
CUST106869,3
CUST106870,1
CUST106871,3
CUST106872,2
CUST106873,3
CUST106874,1
CUST106875,2
CUST106876,1
CUST106877,1
CUST106878,3
CUST106879,1
CUST106880,2
CUST106881,1
CUST106882,1
CUST106883,0
CUST106884,3
CUST106885,2
CUST106886,1
CUST106887,1
CUST106888,1
CUST106889,2
CUST106890,1
CUST106891,0
CUST106892,0
CUST106893,1
CUST106894,1
CUST106895,2
CUST106896,1
CUST106897,1
CUST106898,1
CUST106899,3
CUST106900,1
CUST106901,1
CUST106902,1
CUST106903,1
CUST106904,3
CUST106905,1
CUST106906,1
CUST106907,1
CUST106908,1
CUST106909,3
CUST106910,1
CUST106911,1
CUST106912,1
CUST106913,1
CUST106914,3
CUST106915,1
CUST106916,2
CUST106917,1
CUST106918,3
CUST106919,1
CUST106920,1
CUST106921,1
CUST106922,1
CUST106923,1
CUST106924,1
CUST106925,1
CUST106926,1
CUST106927,1
CUST106928,2
CUST106929,1
CUST106930,0
CUST106931,0
CUST106932,1
CUST106933,1
CUST106934,1
CUST106935,2
CUST106936,3
CUST106937,0
CUST106938,1
CUST106939,0
CUST106940,1
CUST106941,1
CUST106942,1
CUST106943,1
CUST106944,3
CUST106945,3
CUST106946,1
CUST106947,2
CUST106948,1
CUST106949,1
CUST106950,1
CUST106951,1
CUST106952,1
CUST106953,3
CUST106954,3
CUST106955,1
CUST106956,2
CUST106957,1
CUST106958,3
CUST106959,1
CUST106960,1
CUST106961,1
CUST106962,1
CUST106963,2
CUST106964,1
CUST106965,1
CUST106966,1
CUST106967,0
CUST106968,1
CUST106969,1
CUST106970,1
CUST106971,1
CUST106972,1
CUST106973,1
CUST106974,1
CUST106975,1
CUST106976,1
CUST106977,1
CUST106978,1
CUST106979,1
CUST106980,3
CUST106981,1
CUST106982,1
CUST106983,1
CUST106984,1
CUST106985,1
CUST106986,1
